Provisioning Status
Subscription ID,Subscription Name,Order Id,Description,Billing Date(Anniversary Date),Offer Name,Service Name,Subs Status,Subs Extra Status,Provisioning Status
"""2f0b3aa9-b433-4063-afca-9b304cc8bcc9""","""Pay-As-You-Go""","""b490c95c-c8de-4272-afe4-88a9c799045e""","""Pay-As-You-Go""",12,,"""Azure Service Component""",Enabled,None,Provisioned

Statement
Billing Period,Meter Category,Meter Sub-category,Meter Name,Meter Region,SKU,Unit,Consumed Quantity,Included Quantity,Within Commitment,Overage Quantity,Currency,Overage,Commitment Rate,Rate,Value
7/3/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000096,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/3/2018,"""Business Analytics""","""5eb93b2d-565b-4a8d-adfe-a9af9e0d6ade""","""Data Lake Analytics""","""Unit Hours""",,"""Hours""",0.119166,"""centralus""","""Microsoft.DataLakeAnalytics""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeAnalytics/accounts/kados""","""{}""","""{}""",,
7/3/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0348,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/3/2018,"""Business Analytics""","""a4d669f0-8119-48a9-b917-abfaa8872d03""","""Data Lake Store""","""Read Transactions (in 1,000,000s)""",,"""1M Transactions""",0.001040,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/3/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.113243,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/3/2018,"""Business Analytics""","""5a5be520-1a9f-4f13-8e0d-bc4aad63d41f""","""Azure Data Catalog""","""Users""",,"""1 User""",0.032258064516129031,"""westcentralus""","""Microsoft.DataCatalog""","""katalogos""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/katalogos/providers/Microsoft.DataCatalog/catalogs/katalogos""","""{}""","""{}""",,
7/3/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/3/2018,"""Service Bus""","""3c95dd0f-555c-4caa-9d03-958a6778df30""","""Basic Event Hubs""","""Ingress Events (in 1,000,000s)""",,"""1,000,000s""",0.009826000000000021,"""West US""","""ServiceBus""",,"""onomachoros""","""{}""","""{}""",,
7/3/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/3/2018,"""Business Analytics""","""37e0be68-b43c-42d8-b092-121ed39b4dad""","""Data Lake Store""","""Write Transactions (in 1,000,000s)""",,"""1M Transactions""",0.000498,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/4/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.169829,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/4/2018,"""Networking""","""0c4d13cb-7134-4be8-a6fa-a52fdcb87e4c""","""Geo Redundant""","""Data transfer - Geo-Replication (GB)""","""US West""","""GB""",0.001251,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/4/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""PICO""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/PICO/providers/Microsoft.Compute/disks/pico_OsDisk_1_2b2dc844f3a64396ae5c6272e2c04486""","""{}""","""{}""",,
7/4/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/4/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000166,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/4/2018,"""Business Analytics""","""c7929966-0a48-4f73-a86b-30f4e39d1995""","""Data Lake Store""","""Data at Rest (GB)""",,"""GB""",0.003864,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/4/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000555,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/4/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000072,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
7/4/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0164,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
7/4/2018,"""Service Bus""","""177ee643-5434-4c04-ae11-9e01672ed87e""","""Basic Event Hubs""","""Throughput Units (Hours)""",,"""Hours""",24.0,"""West US""","""ServiceBus""",,"""onomachoros""","""{}""","""{}""",,
7/4/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
7/4/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0290,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/4/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000096,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/4/2018,"""Business Analytics""","""5eb93b2d-565b-4a8d-adfe-a9af9e0d6ade""","""Data Lake Analytics""","""Unit Hours""",,"""Hours""",0.109999,"""centralus""","""Microsoft.DataLakeAnalytics""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeAnalytics/accounts/kados""","""{}""","""{}""",,
7/4/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0214,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/4/2018,"""Business Analytics""","""a4d669f0-8119-48a9-b917-abfaa8872d03""","""Data Lake Store""","""Read Transactions (in 1,000,000s)""",,"""1M Transactions""",0.000575,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/4/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.015321,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/4/2018,"""Business Analytics""","""5a5be520-1a9f-4f13-8e0d-bc4aad63d41f""","""Azure Data Catalog""","""Users""",,"""1 User""",0.032258064516129031,"""westcentralus""","""Microsoft.DataCatalog""","""katalogos""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/katalogos/providers/Microsoft.DataCatalog/catalogs/katalogos""","""{}""","""{}""",,
7/4/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/4/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/4/2018,"""Business Analytics""","""37e0be68-b43c-42d8-b092-121ed39b4dad""","""Data Lake Store""","""Write Transactions (in 1,000,000s)""",,"""1M Transactions""",0.000980,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/5/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
7/5/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0216,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
7/5/2018,"""Service Bus""","""177ee643-5434-4c04-ae11-9e01672ed87e""","""Basic Event Hubs""","""Throughput Units (Hours)""",,"""Hours""",24.0,"""West US""","""ServiceBus""",,"""onomachoros""","""{}""","""{}""",,
7/5/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000615,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/5/2018,"""Business Analytics""","""c7929966-0a48-4f73-a86b-30f4e39d1995""","""Data Lake Store""","""Data at Rest (GB)""",,"""GB""",0.012288,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/5/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000096,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/5/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""PICO""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/PICO/providers/Microsoft.Compute/disks/pico_OsDisk_1_2b2dc844f3a64396ae5c6272e2c04486""","""{}""","""{}""",,
7/5/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0236,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/5/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/5/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0290,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/5/2018,"""Networking""","""0c4d13cb-7134-4be8-a6fa-a52fdcb87e4c""","""Geo Redundant""","""Data transfer - Geo-Replication (GB)""","""US West""","""GB""",0.001251,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/5/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/5/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/5/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000072,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
7/5/2018,"""Business Analytics""","""5a5be520-1a9f-4f13-8e0d-bc4aad63d41f""","""Azure Data Catalog""","""Users""",,"""1 User""",0.032258064516129031,"""westcentralus""","""Microsoft.DataCatalog""","""katalogos""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/katalogos/providers/Microsoft.DataCatalog/catalogs/katalogos""","""{}""","""{}""",,
7/5/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000168,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/6/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
7/6/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0174,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
7/6/2018,"""Service Bus""","""177ee643-5434-4c04-ae11-9e01672ed87e""","""Basic Event Hubs""","""Throughput Units (Hours)""",,"""Hours""",24.0,"""West US""","""ServiceBus""",,"""onomachoros""","""{}""","""{}""",,
7/6/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000514,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/6/2018,"""Business Analytics""","""c7929966-0a48-4f73-a86b-30f4e39d1995""","""Data Lake Store""","""Data at Rest (GB)""",,"""GB""",0.016104,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/6/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000081,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/6/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""PICO""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/PICO/providers/Microsoft.Compute/disks/pico_OsDisk_1_2b2dc844f3a64396ae5c6272e2c04486""","""{}""","""{}""",,
7/6/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0224,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/6/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.000120,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/6/2018,"""Data Management""","""bb20dfda-6d18-4bb1-b7fc-86a05d9cfb8d""","""Geo Redundant""","""Standard IO - Table Write Batch Operation Units (in 10,000s)""",,"""10,000s""",0.0290,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/6/2018,"""Networking""","""0c4d13cb-7134-4be8-a6fa-a52fdcb87e4c""","""Geo Redundant""","""Data transfer - Geo-Replication (GB)""","""US West""","""GB""",0.001251,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/6/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/6/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000624,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/6/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000072,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
7/6/2018,"""Business Analytics""","""5a5be520-1a9f-4f13-8e0d-bc4aad63d41f""","""Azure Data Catalog""","""Users""",,"""1 User""",0.032258064516129031,"""westcentralus""","""Microsoft.DataCatalog""","""katalogos""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/katalogos/providers/Microsoft.DataCatalog/catalogs/katalogos""","""{}""","""{}""",,
7/6/2018,"""Storage""","""6c76daf0-aeb1-4238-b8b4-18820c91eeef""","""Read-Access Geo Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000168,"""uswest""","""Microsoft.Storage""","""yfasma""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasma/providers/Microsoft.Storage/storageAccounts/yfasma""","""{}""","""{}""",,
7/7/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
7/7/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0152,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
7/7/2018,"""Service Bus""","""177ee643-5434-4c04-ae11-9e01672ed87e""","""Basic Event Hubs""","""Throughput Units (Hours)""",,"""Hours""",24.0,"""West US""","""ServiceBus""",,"""onomachoros""","""{}""","""{}""",,
7/7/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000498,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
7/7/2018,"""Business Analytics""","""c7929966-0a48-4f73-a86b-30f4e39d1995""","""Data Lake Store""","""Data at Rest (GB)""",,"""GB""",0.016104,"""centralus""","""Microsoft.DataLakeStore""","""kados""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/kados/providers/Microsoft.DataLakeStore/accounts/kados""","""{}""","""{}""",,
7/7/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000072,"""uswest""","""Microsoft.Storage""","""pico""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/pico/providers/Microsoft.Storage/storageAccounts/picodiag707""","""{}""","""{}""",,
7/7/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.032256,"""uswest""","""Microsoft.Compute""","""PICO""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/PICO/providers/Microsoft.Compute/disks/pico_OsDisk_1_2b2dc844f3a64396ae5c6272e2c04486""","""{}""","""{}""",,
